Number_of_Referrals,Tenure_in_Months,Avg_Monthly_Long_Distance_Charges,Avg_Monthly_GB_Download,Monthly_Charge,Total_Regular_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Age,Number_of_Dependents,Zip_Code,Population,CLTV,Total_Customer_Svc_Requests,Product/Service_Issues_Reported,Customer_Satisfaction,Referred_a_Friend_Yes,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone_Service_Yes,Multiple_Lines_Yes,Internet_Service_Yes,Internet_Type_DSL,Internet_Type_Fiber Optic,Internet_Type_None,Online_Security_Yes,Online_Backup_Yes,Device_Protection_Plan_Yes,Premium_Tech_Support_Yes,Streaming_TV_Yes,Streaming_Movies_Yes,Streaming_Music_Yes,Unlimited_Data_Yes,Contract_One Year,Contract_Two Year,Paperless_Billing_Yes,Payment_Method_Credit Card,Payment_Method_Mailed Check,Gender_Male,Under_30_Yes,Senior_Citizen_Yes,Married_Yes,Dependents_Yes,Churn_Category_Competitor,Churn_Category_Dissatisfaction,Churn_Category_Other,Churn_Category_Price
0,7,9.14,0,19.25,112.3,0.0,0.0,63.98,53,0,94541,60274,4489,4,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,53,39.37,0,24.05,1301.9,0.0,0.0,2086.61,34,0,95249,3930,4865,0,0,2.993293091884641,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,4,10.61,9,77.376,306.6,0.0,28.0,42.44,75,0,92028,42239,5839,2,2,2.993293091884641,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0
4,68,41.46,30,58.25,3975.7,0.0,1193.0,2819.28,49,0,92285,2182,4620,4,2,2.993293091884641,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,22,11.39,56,88.75,1885.15,0.0,1056.0,250.58,53,3,94513,26577,5585,0,0,2.993293091884641,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1,61,45.7,26,109.772,6281.45,0.0,163.32,2787.7000000000003,44,0,94523,32685,5011,4,1,2.993293091884641,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
10,50,0.0,23,39.45,2021.35,0.0,0.0,0.0,44,3,95488,309,6018,0,0,2.993293091884641,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0
0,10,17.98,26,75.05,786.3,0.0,0.0,179.8,22,0,95956,301,3399,1,0,2.993293091884641,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,40,37.69,16,108.68,4036.85,0.0,0.0,1507.6,51,0,92241,5529,2832,3,2,2.993293091884641,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0
0,43,12.88,65,108.784,4759.85,0.0,0.0,553.84,24,0,92122,34902,5250,1,0,2.993293091884641,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
0,54,36.68,28,80.6,4299.95,0.0,1204.0,1980.72,46,0,95948,9763,4231,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,70,31.15,5,86.45,5950.2,0.0,298.0,2180.5,31,0,95219,19109,5950,0,0,2.993293091884641,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,13,40.99,21,73.35,931.55,49.02,19.56,532.87,64,0,92274,17018,4645,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,45,18.46,3,70.05,3062.45,0.0,92.0,830.7,80,0,94043,27822,4223,0,0,2.993293091884641,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
0,51,34.36,0,24.6,1266.4,47.91,0.0,1752.36,58,0,93271,2318,4886,0,0,2.993293091884641,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
0,44,49.75,2,109.8,4860.35,0.0,0.0,2189.0,71,0,93010,42853,5720,0,0,2.993293091884641,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
0,67,28.88,11,64.55,4250.1,0.0,468.0,1934.96,79,0,92084,44692,4494,1,0,3.0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
9,71,45.81,52,71.1,5224.95,0.0,2717.0,3252.51,63,3,90272,22548,6090,2,0,2.993293091884641,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
2,10,0.0,8,56.05,560.5,0.0,0.0,0.0,64,0,95569,400,4740,0,0,2.993293091884641,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,60,43.33,28,115.25,6758.45,11.85,0.0,2599.8,41,1,92886,39458,5328,0,0,2.993293091884641,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
0,49,0.0,58,30.2,1453.1,0.0,0.0,0.0,22,0,93245,30419,5214,2,0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
1,72,20.79,59,97.75,6991.6,0.0,4125.0,1496.88,25,3,94002,25566,4054,1,0,3.0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0
0,27,20.66,0,19.4,529.8,0.0,0.0,557.82,26,0,95131,26389,3792,2,0,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
7,15,32.73,17,75.1,1151.55,0.0,0.0,490.94999999999993,39,1,95943,1454,4634,2,0,2.993293091884641,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
6,35,45.97,13,69.0,2441.7,0.0,0.0,1608.95,50,0,91914,2606,5283,2,0,2.993293091884641,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
0,46,2.03,7,55.65,2688.85,0.0,0.0,93.38,50,0,90248,9960,2867,0,0,2.993293091884641,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,41,35.46,0,19.75,899.45,0.0,0.0,1453.86,21,0,92308,28819,2011,1,1,2.993293091884641,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
4,71,10.46,3,105.15,7555.0,0.0,0.0,742.6600000000001,37,0,95376,69801,5707,0,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,67,3.2,23,86.15,5883.85,0.0,135.33,214.4,41,0,92831,34592,5037,1,1,5.0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,29,5.69,0,19.85,573.05,0.0,0.0,165.01000000000002,46,0,96137,4158,2712,1,1,4.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,68,9.82,0,25.5,1821.8,16.85,0.0,667.76,50,0,96011,265,5182,2,1,2.993293091884641,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,16,48.71,12,90.8,1442.2,0.0,0.0,779.36,49,2,92266,291,5560,1,1,3.0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
5,65,13.2,13,99.05,6416.7,0.0,83.42,858.0,56,0,90743,174,5878,2,2,2.993293091884641,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
0,33,49.45,19,70.4,2406.1,0.0,0.0,1631.85,43,0,92324,52202,4860,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,3.39,0,25.0,25.0,0.0,0.0,3.39,41,0,95614,3674,2371,0,0,2.993293091884641,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
0,67,48.43,28,54.9,3725.5,0.0,0.0,3244.81,68,0,95587,200,4826,1,2,2.993293091884641,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,62,47.96,0,19.95,1244.8,0.0,0.0,2973.52,28,2,94973,1449,4803,1,0,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0
0,1,10.19,10,73.944,71.1,0.0,0.0,10.19,41,0,95923,86,5824,4,0,2.993293091884641,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,4.11,0,20.1,20.1,0.0,0.0,4.11,25,0,92121,4258,4389,4,1,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0
1,1,33.46,13,72.176,69.4,0.0,0.0,33.46,47,0,95301,27808,2404,2,1,2.993293091884641,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
8,28,19.18,0,20.3,487.95,0.0,0.0,537.04,30,2,95139,7023,2948,0,0,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0
0,11,4.1,6,88.192,906.85,0.0,0.0,45.1,78,0,91381,9937,5118,0,0,2.993293091884641,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
0,72,26.01,0,25.4,1809.35,0.0,0.0,1872.72,80,0,93514,13309,6141,1,0,3.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,1,0.0,8,25.22,24.25,0.0,0.0,0.0,64,0,93262,56,2846,3,2,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,1,11.1,0,20.05,20.05,0.0,0.0,11.1,30,0,92335,82630,2313,1,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,1,48.96,0,19.45,19.45,0.0,0.0,48.96,42,0,95545,82,5687,2,0,2.993293091884641,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
1,29,4.0,53,92.768,2698.35,0.0,0.0,116.0,25,0,92109,46086,5292,0,0,2.993293091884641,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0
0,8,39.86,23,100.15,908.55,0.0,20.9,318.88,74,0,93066,2966,5157,0,0,2.993293091884641,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
0,18,1.27,3,103.6,1806.35,0.0,0.0,22.86,65,0,91405,51348,2094,0,0,2.993293091884641,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0,1,23.34,16,44.45,44.45,0.0,0.0,23.34,45,0,92377,18518,3498,1,0,3.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,1,16.81,0,20.1,20.1,0.0,0.0,16.81,33,0,92028,42239,5747,0,0,2.993293091884641,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
7,18,40.36,51,61.5,1087.45,0.0,555.0,726.48,22,2,95624,38534,3479,2,0,2.993293091884641,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
1,8,29.94,17,68.55,564.35,0.0,96.0,239.52,33,1,90803,31352,3123,0,0,2.993293091884641,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
0,11,8.48,52,79.5,795.65,0.0,414.0,93.28,20,0,95936,404,2278,0,0,2.993293091884641,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
4,59,0.0,23,50.25,2997.45,0.0,689.0,0.0,65,0,94304,1723,5546,1,0,2.993293091884641,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
1,1,7.49,0,19.9,19.9,0.0,0.0,7.49,33,1,93261,2956,4633,4,2,3.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
0,15,0.0,25,45.9,693.45,16.27,0.0,0.0,60,0,96035,3357,3572,2,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7,72,2.56,24,97.85,6841.3,0.0,0.0,184.32,57,0,91950,62355,4508,0,0,2.993293091884641,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
0,7,32.4,8,76.7,545.15,0.0,4.36,226.8,78,0,95987,4579,5638,4,0,2.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
3,16,45.54,0,20.4,321.4,0.0,0.0,728.64,59,2,91030,23984,3990,4,0,2.993293091884641,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,10,49.5,21,84.24000000000001,818.05,0.0,172.0,495.0,46,0,93612,33856,2946,1,0,2.0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,12,14.42,14,79.8,1001.2,21.53,140.0,173.04,61,0,92804,81333,5906,0,0,2.993293091884641,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,71,14.67,7,106.7,7382.25,0.0,0.0,1041.57,61,0,90019,67520,4479,0,0,2.993293091884641,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,22,39.58,13,92.976,2001.5,0.0,260.0,870.76,39,0,91605,57146,5438,2,1,2.0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
3,72,2.61,0,19.3,1304.8,0.0,0.0,187.92,54,0,94303,45499,4035,2,0,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,30,2.67,27,94.4,2638.1,0.0,712.0,80.1,64,0,91325,32307,4584,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,36,32.3,0,19.45,754.5,0.0,0.0,1162.8,26,2,92805,68802,5745,1,0,5.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0
0,1,28.25,10,52.468,50.45,0.0,0.0,28.25,37,0,95713,8525,2928,3,0,3.0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1,1,41.1,18,44.55,44.55,0.0,0.0,41.1,48,2,92545,25694,3408,1,0,4.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1,24,17.73,32,78.41600000000001,1747.85,0.0,559.0,425.52,55,0,92103,30202,2325,2,1,3.0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
0,5,30.92,41,55.75,266.95,0.0,109.0,154.60000000000002,27,0,91505,29245,4545,1,0,2.993293091884641,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
10,43,7.63,20,86.1,3551.65,0.0,71.03,328.09,48,0,93653,972,2358,1,0,2.993293091884641,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
1,57,42.1,3,104.624,5746.15,0.0,0.0,2399.7000000000003,73,0,90503,41979,5247,4,3,1.0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
0,45,13.82,8,89.3,4192.15,0.0,0.0,621.9,42,0,91901,16486,5470,0,0,2.993293091884641,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,1,49.51,0,19.9,19.9,0.0,0.0,49.51,45,0,93553,1613,4248,2,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,16.34,4,45.55,45.55,0.0,0.0,16.34,50,0,91367,36123,3173,0,0,2.993293091884641,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
0,5,27.35,30,88.244,415.55,0.0,125.0,136.75,66,0,92583,21349,3305,4,1,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
8,71,27.16,3,113.15,7953.25,0.0,239.0,1928.36,50,0,96027,2156,4068,0,0,2.993293091884641,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
5,1,47.46,0,19.85,19.85,0.0,0.0,47.46,55,1,95831,42832,2618,0,0,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0
0,16,14.26,58,52.156,762.25,0.0,442.0,228.16,21,0,90036,32901,4254,2,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,2,13.17,11,73.164,139.05,0.0,15.0,26.34,74,0,92122,34902,2671,4,0,3.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7,22,37.8,16,98.488,1914.9,0.0,0.0,831.5999999999999,52,0,95642,6202,5615,3,0,2.993293091884641,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
1,10,31.72,25,73.112,738.2,0.0,0.0,317.2,36,0,94526,32873,2162,1,1,2.993293091884641,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
4,26,46.24,4,85.7,2067.0,0.0,0.0,1202.24,68,0,93256,4198,3935,0,0,2.993293091884641,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0
1,32,45.26,0,19.3,593.2,0.0,0.0,1448.32,42,0,93241,15364,5817,0,0,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0,71,22.22,0,19.9,1355.1,42.18,0.0,1577.62,49,0,92008,35582,5308,0,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
0,1,1.84,84,77.89600000000002,74.9,0.0,0.0,1.84,26,0,95338,10226,2548,4,1,2.993293091884641,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0,71,3.09,26,84.4,5969.3,0.0,1552.0,219.39,33,0,96133,116,5619,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
0,12,46.58,29,52.260000000000005,593.75,0.0,0.0,558.96,50,0,90660,63288,3624,1,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,7,3.34,13,78.5,571.05,0.0,74.0,23.38,44,0,91739,12937,3601,1,1,2.993293091884641,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,6,8.59,31,86.164,460.25,48.95,0.0,51.54,34,0,94928,42544,4458,5,2,2.993293091884641,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
0,3,0.0,33,26.312,77.75,0.0,26.0,0.0,80,0,91740,25135,3542,3,2,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,65,10.11,26,91.55,5963.95,0.0,1551.0,657.15,52,3,94112,73117,4921,3,0,3.0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
7,43,41.83,15,80.45,3398.9,0.0,510.0,1798.6899999999998,41,0,93531,1436,5357,1,0,2.993293091884641,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,9,0.0,22,47.216,418.8,0.0,92.0,0.0,54,0,90262,69850,5028,4,2,2.993293091884641,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
9,54,0.0,9,30.4,1621.35,0.0,146.0,0.0,45,0,90716,14852,4778,1,0,2.993293091884641,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,24,28.98,33,105.3,2440.15,0.0,805.0,695.52,65,0,94601,54876,4287,2,1,3.0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,26,31.53,0,20.65,595.5,0.0,0.0,819.78,28,0,95076,81141,2194,0,0,2.993293091884641,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
0,55,22.34,4,81.55,4509.5,0.0,0.0,1228.7,39,0,96033,373,5167,0,0,2.993293091884641,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,67,37.32,59,88.8,5903.15,0.0,3483.0,2500.44,19,0,92027,48690,4081,0,0,2.993293091884641,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
4,62,48.73,0,24.25,1424.6,0.0,0.0,3021.26,40,0,90242,42459,4444,1,1,2.993293091884641,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
0,12,14.38,7,93.34,1052.4,0.0,74.0,172.56,57,0,95240,45755,5671,4,0,2.993293091884641,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,20,0.0,20,55.0,1165.55,0.0,23.31,0.0,45,0,94585,39279,4481,3,0,2.993293091884641,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
4,72,36.82,0,25.55,1867.7,0.0,0.0,2651.04,53,3,90250,93315,6425,2,0,2.993293091884641,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0
2,61,2.19,8,98.3,6066.55,0.0,0.0,133.59,77,0,95386,8308,5413,0,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0
0,15,7.96,0,26.35,378.6,0.0,0.0,119.4,48,0,95255,2198,2723,2,1,3.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,4,0.0,52,57.2,223.75,0.0,116.0,0.0,31,3,96120,957,2421,0,0,2.993293091884641,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0,12,31.22,12,45.05,523.1,0.0,0.0,374.64,50,0,92083,62036,5624,2,0,2.993293091884641,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,72,12.63,23,59.75,4265.0,0.0,0.0,909.36,40,0,95765,15494,4515,0,0,2.993293091884641,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
